,property Name,address,city,state,zip,neighborhood,link,walk,transit,bike,sound
325,Sundodger Apartments,4218 Roosevelt Way NE,Seattle,WA,98105,University District,https://www.apartments.com/sundodger-apartments-seattle-wa/wqqzmgj/,98,85,87,66
326,Edgewater Apartments,2411 42nd Ave E,Seattle,WA,98112,Madison Park,https://www.apartments.com/edgewater-apartments-seattle-wa/5tyrdrq/,63,31,66,72
327,Baker 38 Apartments,2531-2541 29th Ave S,Seattle,WA,98144,Mt Baker,https://www.apartments.com/baker-38-apartments-seattle-wa/j58syj6/,82,70,70,74
328,Walton Lofts,75 Vine St,Seattle,WA,98121,Belltown,https://www.apartments.com/walton-lofts-seattle-wa/v0lh92f/,98,96,71,63
329,Patent 523,523 Broadway E,Seattle,WA,98102,Capitol Hill,https://www.apartments.com/patent-523-seattle-wa/qh65q1x/,98,78,92,66
330,Collage,3606 Woodland Park Ave N,Seattle,WA,98103,Fremont,https://www.apartments.com/collage-seattle-wa/bk8lxkc/,92,58,94,70
331,Fountain Court,2400 4th Ave,Seattle,WA,98121,Belltown,https://www.apartments.com/fountain-court-seattle-wa/renq601/,99,100,83,58
332,Autumn Ridge Apartments,15135 Stone Ln N,Seattle,WA,98133,Seattle,https://www.apartments.com/autumn-ridge-apartments-seattle-wa/7wnxf2z/,72,53,52,74
333,AMLI 535,535 Pontius Ave N,Seattle,WA,98109,South Lake Union,https://www.apartments.com/amli-535-seattle-wa/v7ckjpe/,97,82,85,65
334,Urbana,1501 NW 56th St,Seattle,WA,98107,Ballard,https://www.apartments.com/urbana-seattle-wa/hsfjf32/,97,54,97,61
335,The Cairns,422 Yale Ave N,Seattle,WA,98109,South Lake Union,https://www.apartments.com/the-cairns-seattle-wa/we5wxlj/,96,83,73,58
336,SPUR Apartments,4600 Union Bay Pl NE,Seattle,WA,98105,University Village,https://www.apartments.com/spur-apartments-seattle-wa/z3kr8gz/,83,70,98,71
337,Northline Apartments,14359 Linden Ave N,Seattle,WA,98133,Bitter Lake,https://www.apartments.com/northline-apartments-seattle-wa/d2scj5l/,72,52,82,71
338,Lake Union Terrace Apartments,210 E Blaine St,Seattle,WA,98102,Seattle,https://www.apartments.com/lake-union-terrace-apartments-seattle-wa/8qbhvq3/,84,58,71,63
339,Cubix North Park Apartments,1008 N 109th St,Seattle,WA,98133,Bitter Lake,https://www.apartments.com/cubix-north-park-apartments-seattle-wa/t9fqtl9/,80,59,74,65
340,Alley24,241 Yale Ave N,Seattle,WA,98109,South Lake Union,https://www.apartments.com/alley24-seattle-wa/r6k4jf2/,97,84,84,64
341,Wharfside Pointe,3812-3827 14th Ave W,Seattle,WA,98119,Queen Anne,https://www.apartments.com/wharfside-pointe-seattle-wa/2pml6tc/,69,56,70,73
342,Queen Anne Flats,521 2nd Ave W,Seattle,WA,98119,Lower Queen Anne,https://www.apartments.com/queen-anne-flats-seattle-wa/k307gl9/,94,68,77,72
343,Robins Nest,3272 Fuhrman Ave E,Seattle,WA,98102,Portage Bay,https://www.apartments.com/robins-nest-seattle-wa/1bl0g26/,80,76,81,67
344,Charlesgate,2230 4th Ave,Seattle,WA,98121,Belltown,https://www.apartments.com/charlesgate-seattle-wa/dkf7wml/,99,100,81,63
345,Array,14027 Lake City Way NE,Seattle,WA,98125,Lake City,https://www.apartments.com/array-seattle-wa/jc7yzh5/,66,49,69,69
346,The Madison Apartments,823 Madison St,Seattle,WA,98104,First Hill,https://www.apartments.com/the-madison-apartments-seattle-wa/w0ft1xl/,98,100,67,64
347,Manhattan Apartment Homes,18243 1st Ave S,Seattle,WA,98148,Seattle,https://www.apartments.com/manhattan-apartment-homes-seattle-wa/5q5f6gq/,48,59,69,
348,Nolan and Nora,4717 Brooklyn Ave NE,Seattle,WA,98105,University District,https://www.apartments.com/nolan-and-nora-seattle-wa/pw4kxhs/,99,84,95,64
349,Springbrook Reserve,7033 S 133rd St,Seattle,WA,98178,Bryn Mawr-Skyway,https://www.apartments.com/springbrook-reserve-seattle-wa/qjln8bz/,15,4,76,
350,The M Seattle,4700 Brooklyn NE,Seattle,WA,98105,University District,https://www.apartments.com/the-m-seattle-seattle-wa/d6m705l/,99,84,95,66
351,Illumina Lake Union,219 E Garfield St,Seattle,WA,98102,South Lake Union,https://www.apartments.com/illumina-lake-union-seattle-wa/wp5jslj/,80,60,70,64
352,Louisa Hotel,669 S King St,Seattle,WA,98104,Chinatown,https://www.apartments.com/louisa-hotel-seattle-wa/796b0nz/,99,100,84,64
353,1111 East Olive,1111 E Olive St,Seattle,WA,98122,Capitol Hill,https://www.apartments.com/1111-east-olive-seattle-wa/v0gk6mg/,97,82,87,69
354,Moda,2312 3rd Ave,Seattle,WA,98121,Belltown,https://www.apartments.com/moda-seattle-wa/nlqgvcm/,99,100,77,62
355,Jack Apartments,1427 11th Ave,Seattle,WA,98122,Capitol Hill,https://www.apartments.com/jack-apartments-seattle-wa/zv49qhz/,100,87,93,67
356,Mysa Apartment Homes,3025 NE 130th St,Seattle,WA,98125,Lake City,https://www.apartments.com/mysa-apartment-homes-seattle-wa/vdk7fkd/,88,57,82,71
357,Lakefront on Washington,538 Lakeside Ave S,Seattle,WA,98144,Leschi,https://www.apartments.com/lakefront-on-washington-seattle-wa/zrwbesy/,65,44,74,73
358,Towers on Greenwood,8551 Greenwood Ave N,Seattle,WA,98103,Greenwood,https://www.apartments.com/towers-on-greenwood-seattle-wa/np8h6xq/,92,54,86,69
359,1711 12th Apartments,1711 12th Ave,Seattle,WA,98122,Capitol Hill,https://www.apartments.com/1711-12th-apartments-seattle-wa/rjfb3c2/,97,82,85,69
360,Meridian Place Apartments,10711 Meridian Ave N,Seattle,WA,98133,North College Park,https://www.apartments.com/meridian-place-apartments-seattle-wa/d8zksbk/,69,71,69,67
361,624 Yale,624 Yale Ave N,Seattle,WA,98109,South Lake Union,https://www.apartments.com/624-yale-seattle-wa/8k03zd2/,94,80,83,64
362,Artisan Studios,5006 15th Ave NE,Seattle,WA,98105,University District,https://www.apartments.com/artisan-studios-seattle-wa/58my2ln/,98,82,94,69
363,Lakeview Apartments,1551-1559 Lakeview Blvd E,Seattle,WA,98102,Capitol Hill,https://www.apartments.com/lakeview-apartments-seattle-wa/jy0e037/,78,57,66,66
364,Milan Apartments,4300 Aurora Ave N,Seattle,WA,98103,Wallingford,https://www.apartments.com/milan-apartments-seattle-wa/brpjwt8/,91,62,79,70
365,3030 Lake City,3030 NE 143rd St,Seattle,WA,98125,Lake City,https://www.apartments.com/3030-lake-city-seattle-wa/rpfk3p0/,62,50,77,73
366,Vibe Apartments,3601 Greenwood Ave N,Seattle,WA,98103,Fremont,https://www.apartments.com/vibe-apartments-seattle-wa/esgt2vq/,93,64,86,69
367,The Park At Northgate,10713 Roosevelt Way NE,Seattle,WA,98125,Maple Leaf,https://www.apartments.com/the-park-at-northgate-seattle-wa/bybgj2b/,92,70,70,72
368,Northbrook Place,10215 Lake City Way,Seattle,WA,98125,Lake City,https://www.apartments.com/northbrook-place-seattle-wa/nv65x1q/,51,50,49,70
369,Cooper,13530 Linden Ave N,Seattle,WA,98133,Bitter Lake,https://www.apartments.com/cooper-seattle-wa/qrfnbww/,79,52,76,69
370,The Ludlow,701-711 E Pike St,Seattle,WA,98122,Capitol Hill,https://www.apartments.com/the-ludlow-seattle-wa/5ywg7jp/,100,94,82,65
371,Mcguire Court Apartments,10740 NE 8th Ave,Seattle,WA,98125,Maple Leaf,https://www.apartments.com/mcguire-court-apartments-seattle-wa/8cjj0h2/,92,70,70,71
372,Prince Of Wales,1818 20th Ave,Seattle,WA,98122,Stevens,https://www.apartments.com/prince-of-wales-seattle-wa/t6d8sw8/,92,67,93,70
373,Rainier View Homes,12672 60th Ave S,Seattle,WA,98178,Bryn Mawr-Skyway,https://www.apartments.com/rainier-view-homes-seattle-wa/ll6bn7d/,30,18,70,
374,City Views,3021 SW Bradford St,Seattle,WA,98126,West Seattle,https://www.apartments.com/city-views-seattle-wa/wg70tzh/,70,56,69,70
375,Arrowhead Gardens Senior Living Apartments,9200 2nd Ave SW,Seattle,WA,98106,Highland Park,https://www.apartments.com/arrowhead-gardens-senior-living-apartments-seattle-wa/2ylwtv8/,35,43,36,73
376,Andante Seattle Apartments,3031 NE 137th St,Seattle,WA,98125,Lake City,https://www.apartments.com/andante-seattle-apartments-seattle-wa/j43dvw5/,70,55,78,73
377,Greenlake Terrace Apartments,7415 5th Ave NE,Seattle,WA,98115,Green Lake,https://www.apartments.com/greenlake-terrace-apartments-seattle-wa/pkt710r/,93,65,88,64
378,Avant Apartments,2112 E Denny Way,Seattle,WA,98122,Stevens,https://www.apartments.com/avant-apartments-seattle-wa/ntnpjxq/,89,64,93,67
379,Skyline House Apartments,600 W Olympic Pl,Seattle,WA,98119,Seattle,https://www.apartments.com/skyline-house-apartments-seattle-wa/sz40d85/,71,59,71,76
380,Brentwood Square,13433 Greenwood Ave N,Seattle,WA,98133,Broadview,https://www.apartments.com/brentwood-square-seattle-wa/r4lwld3/,57,48,64,73
381,Addison on Fourth,308 4th Ave S,Seattle,WA,98104,Chinatown,https://www.apartments.com/addison-on-fourth-seattle-wa/6tfx0gt/,98,100,87,66
382,Wallingford Studios,4516 Meridian Ave N,Seattle,WA,98103,Wallingford,https://www.apartments.com/wallingford-studios-seattle-wa/s0fpnp6/,96,56,92,69
383,Lake Washington Apartments,9061 Seward Park Ave S,Seattle,WA,98118,Dunlap,https://www.apartments.com/lake-washington-apartments-seattle-wa/xjkk8qm/,77,48,45,72
384,Tower 801,801 Pine St,Seattle,WA,98101,Downtown Seattle,https://www.apartments.com/tower-801-seattle-wa/3qpwp1d/,99,100,81,60
385,Larson Building,3206 Harvard Ave E,Seattle,WA,98102,Portage Bay,https://www.apartments.com/larson-building-seattle-wa/b3st0eb/,76,72,85,65
386,HIDDEN CREEK VILLAGE APTS,13751 32nd Ave. N.E.,Seattle,WA,98125,Lake City,https://www.apartments.com/hidden-creek-village-apts-seattle-wa/5rp1jcq/,66,54,79,73
387,Sheridan Apartments,2011 5th Ave,Seattle,WA,98121,Downtown Seattle,https://www.apartments.com/sheridan-apartments-seattle-wa/vzhhgfe/,99,100,77,62
388,La Vista Apartments,5565 152nd St,Seattle,WA,98188,Tukwila Urban Center,https://www.apartments.com/la-vista-apartments-seattle-wa/332hk8g/,25,47,27,69
389,Lake City Court,12536 33rd Ave NE,Seattle,WA,98125,Lake City,https://www.apartments.com/lake-city-court-seattle-wa/rgcw330/,86,56,74,73
390,Rise on 67th,829 NE 67th St,Seattle,WA,98115,Roosevelt,https://www.apartments.com/rise-on-67th-seattle-wa/ydh6cdr/,95,68,93,63
391,Willow Crossing,6901 Martin Luther King Jr Way S,Seattle,WA,98118,Holly Park,https://www.apartments.com/willow-crossing-seattle-wa/fy0rtpt/,90,66,83,68
392,Rainier Vista,4616 Martin Luther King Jr Way S,Seattle,WA,98108,Columbia City,https://www.apartments.com/rainier-vista-seattle-wa/j80th74/,86,65,75,70
393,Sandpiper Apartments,3100 S 208th St,Seattle,WA,98198,Seattle,https://www.apartments.com/sandpiper-apartments-seattle-wa/75lpwzx/,30,56,33,64
394,Watercrest,14812 Bothell Way NE,Lake Forest Park,WA,98155,Sheridan Beach,https://www.apartments.com/watercrest-lake-forest-park-wa/v0qkpyg/,53,66,73,
395,Arbour Court,2225 S 112th St,Burien,WA,98168,Southern Heights-Boulevard Park,https://www.apartments.com/arbour-court-burien-wa/p90ylwv/,34,39,70,
396,10559 23rd Ave NE,10559 23rd Ave NE,Seattle,WA,98125,Lake City,https://www.apartments.com/10559-23rd-ave-ne-seattle-wa/7qxfjdy/,55,51,44,76
397,2617 E Thomas St,2617 E Thomas St,Seattle,WA,98112,Mann,https://www.apartments.com/2617-e-thomas-st-seattle-wa/mg4r4yk/,89,54,62,74
398,450 S Main St Unit 611,450 S Main St,Seattle,WA,98104,Chinatown,https://www.apartments.com/450-s-main-st-seattle-wa-unit-611/qtqpcjy/,98,100,76,65
399,2607 Western Ave Unit 151,2607 Western Ave,Seattle,WA,98121,Belltown,https://www.apartments.com/2607-western-ave-seattle-wa-unit-151/9d406s4/,98,96,63,65
400,1900 1st Ave Unit FL5-ID47,1900 1st Ave,Seattle,WA,98101,Pike Place Market,https://www.apartments.com/1900-1st-ave-seattle-wa/kpphq88/,98,100,60,63
401,1301 1st Ave Unit FL12-ID111,1301 1st Ave,Seattle,WA,98101,Downtown Seattle,https://www.apartments.com/1301-1st-ave-seattle-wa/qlxpxez/,99,100,60,62
402,2610 44th Ave SW,2610 44th Ave SW,Seattle,WA,98116,North Admiral,https://www.apartments.com/2610-44th-ave-sw-seattle-wa/q2cvvbx/,92,42,67,64
403,1414 10th Ave Unit 100W.150518,1414 10th Ave,Seattle,WA,98122,Capitol Hill,https://www.apartments.com/1414-10th-ave-seattle-wa/83xl531/,100,87,93,68
404,200 2nd Ave W Unit 306.257955,200 2nd Ave W,Seattle,WA,98119,Lower Queen Anne,https://www.apartments.com/200-2nd-ave-w-seattle-wa/hcs5861/,88,70,81,72
405,3000 S Alaska St Unit 224.386736,3000 S Alaska St,Seattle,WA,98108,Columbia City,https://www.apartments.com/3000-s-alaska-st-seattle-wa/mvs185j/,88,65,75,68
406,118 Broadway E Unit FL6-ID127,118 Broadway E,Seattle,WA,98102,Capitol Hill,https://www.apartments.com/118-broadway-e-seattle-wa/gvz2s5x/,99,84,91,67
407,306 Blanchard St Unit 311.648202,306 Blanchard St,Seattle,WA,98121,Belltown,https://www.apartments.com/306-blanchard-st-seattle-wa/09f26q1/,99,100,81,63
408,1408 Western Ave Unit FL7-ID202,1408 Western Ave,Seattle,WA,98101,Pike Place Market,https://www.apartments.com/1408-western-ave-seattle-wa/f71tq3s/,99,100,68,63
409,1280 Harrison St Unit FL5-ID205,1280 Harrison St,Seattle,WA,98109,South Lake Union,https://www.apartments.com/1280-harrison-st-seattle-wa/myvyt9k/,98,83,81,63
410,400 Boren Ave N Unit FL6-ID240,400 Boren Ave N,Seattle,WA,98109,South Lake Union,https://www.apartments.com/400-boren-ave-n-seattle-wa/ngjxtrq/,99,86,76,66
411,5622 23rd Ave SW,5622 23rd Ave SW,Seattle,WA,98106,Riverview,https://www.apartments.com/5622-23rd-ave-sw-seattle-wa/tlc0xbb/,39,45,45,76
412,1524 Eastlake Ave E Unit FL6-ID192,1524 Eastlake Ave E,Seattle,WA,98102,South Lake Union,https://www.apartments.com/1524-eastlake-ave-e-seattle-wa/jvjmer4/,77,62,71,65
413,2428 NW Market St Unit FL3-ID268,2428 NW Market St,Seattle,WA,98107,Ballard,https://www.apartments.com/2428-nw-market-st-seattle-wa/gehx52z/,97,52,89,69
414,2424 Queen Anne Ave N,2424 Queen Anne Ave N,Seattle,WA,98109,Queen Anne,https://www.apartments.com/2424-queen-anne-ave-n-seattle-wa/jrff1l7/,93,64,72,73
415,3034 26th Ave W,3034 26th Ave W,Seattle,WA,98199,Magnolia,https://www.apartments.com/3034-26th-ave-w-seattle-wa/fgkcynv/,61,46,50,77
416,4315 5th Ave NE,4315 5th Ave NE,Seattle,WA,98105,Wallingford,https://www.apartments.com/4315-5th-ave-ne-seattle-wa/yervw9t/,87,82,82,59
417,1260 Republican St Unit FL4-ID276,1260 Republican St,Seattle,WA,98109,South Lake Union,https://www.apartments.com/1260-republican-st-seattle-wa/ntm895q/,96,82,81,64
418,4916 S 124th St,4916 S 124th St,Tukwila,WA,98178,Allentown,https://www.apartments.com/4916-s-124th-st-tukwila-wa/6hce4ks/,27,32,61,65
419,The Ivey on Boren,2019 Boren Ave,Seattle,WA,98121,Denny Triangle,https://www.apartments.com/the-ivey-on-boren-seattle-wa/738xtcx/,99,100,78,62
420,Buena Vista,1631 Boylston Ave,Seattle,WA,98122,Capitol Hill,https://www.apartments.com/buena-vista-seattle-wa/mef2hdh/,99,93,82,65
421,Westwood Apartments,2200 SW Barton St,Seattle,WA,98106,South Delridge,https://www.apartments.com/westwood-apartments-seattle-wa/0vdf8m0/,86,58,53,72
422,Stowell Seattle,949 N 80th St,Seattle,WA,98103,Greenwood,https://www.apartments.com/stowell-seattle-seattle-wa/8gz1zz3/,89,53,89,60
423,Radian Apartments,4215-4221 9th Ave NE,Seattle,WA,98105,University District,https://www.apartments.com/radian-apartments-seattle-wa/clvqgvg/,96,85,76,65
424,Madison 2.0 Apartments,1811 20th Ave,Seattle,WA,98122,Stevens,https://www.apartments.com/madison-20-apartments-seattle-wa/805wcr1/,92,69,90,70
425,Normandy Apartments,4040 8th Ave NE,Seattle,WA,98105,University District,https://www.apartments.com/normandy-apartments-seattle-wa/b353wfb/,94,84,66,
426,Sun light,4733 NE 21st Ave,Seattle,WA,98105,University District,https://www.apartments.com/sun-light-seattle-wa/99dcst6/,86,81,78,74
427,The Grove,6301 15th Ave NW,Seattle,WA,98107,Ballard,https://www.apartments.com/the-grove-seattle-wa/30mkjnf/,93,52,92,64
428,Felix Flats,121 15th Ave E,Seattle,WA,98112,Capitol Hill,https://www.apartments.com/felix-flats-seattle-wa/kj087n8/,97,75,89,68
429,Zephyr Apartments,1650 E Olive Way,Seattle,WA,98102,Capitol Hill,https://www.apartments.com/zephyr-apartments-seattle-wa/d7k3enl/,98,81,80,66
430,Shoresmith,1170 Republican St,Seattle,WA,98109,South Lake Union,https://www.apartments.com/shoresmith-seattle-wa/0px0ht1/,98,82,83,65
431,Greenwood Apartments,9227 Greenwood Ave N,Seattle,WA,98103,Greenwood,https://www.apartments.com/greenwood-apartments-seattle-wa/5wntefm/,80,56,68,67
432,The Cove,601 E Pike St,Seattle,WA,98122,Capitol Hill,https://www.apartments.com/the-cove-seattle-wa/ezzypgp/,100,94,82,64
433,The Central,2203-2207 E Union St,Seattle,WA,98122,Minor,https://www.apartments.com/the-central-seattle-wa/kcbslz8/,93,63,98,68
434,Spencer House,10541 Stone Ave N,Seattle,WA,98133,Haller Lake,https://www.apartments.com/spencer-house-seattle-wa/ylfgwlt/,86,65,69,72
435,Sienna Apartments,207 18th Ave,Seattle,WA,98144,Minor,https://www.apartments.com/sienna-apartments-seattle-wa/4lz7hdj/,89,75,91,74
436,Dunn Motors Building,1430 Summit Ave,Seattle,WA,98122,Capitol Hill,https://www.apartments.com/dunn-motors-building-seattle-wa/g1v2ynw/,99,96,81,63
437,Onni South Lake Union,112 Boren Ave N,Seattle,WA,98109,South Lake Union,https://www.apartments.com/onni-south-lake-union-seattle-wa/m93gvph/,99,98,79,64
438,Solis,1300 E Pike St,Seattle,WA,98122,Capitol Hill,https://www.apartments.com/solis-seattle-wa/k4tylg8/,99,80,86,68
439,NorthPark Villa,1100 N 115th St,Seattle,WA,98133,Haller Lake,https://www.apartments.com/northpark-villa-seattle-wa/y2e8htt/,63,54,68,71
440,The Hawthorne Apartments,1618 Bellevue Ave,Seattle,WA,98122,Capitol Hill,https://www.apartments.com/the-hawthorne-apartments-seattle-wa/cq7qzre/,97,97,71,62
441,Henry,22 Etruria St,Seattle,WA,98109,Queen Anne,https://www.apartments.com/henry-seattle-wa/y1n5slv/,83,64,68,72
442,Lawton Park Apartments,3721 27th Pl W,Seattle,WA,98199,Seattle,https://www.apartments.com/lawton-park-apartments-seattle-wa/578cw8q/,57,42,48,80
443,Melody by Jabooda,2101 S Grand St,Seattle,WA,98144,North Beacon Hill,https://www.apartments.com/melody-by-jabooda-seattle-wa/gj0171w/,84,66,83,69
444,Valdok,1701 NW 56th St,Seattle,WA,98107,Ballard,https://www.apartments.com/valdok-seattle-wa/q2wzw5x/,97,54,96,65
445,The Edge,500 13th Ave E,Seattle,WA,98102,Capitol Hill,https://www.apartments.com/the-edge-seattle-wa/nz181vq/,97,74,81,72
446,Mio Apartments,1319 NE 65th St,Seattle,WA,98115,Roosevelt,https://www.apartments.com/mio-apartments-seattle-wa/vwsrwjf/,96,69,74,69
447,Vida Seattle,1205 NE 66th St,Seattle,WA,98115,Roosevelt,https://www.apartments.com/vida-seattle-seattle-wa/97z0395/,97,69,86,68
448,999 Hiawatha,999 Hiawatha Place South,Seattle,WA,98144,Atlantic,https://www.apartments.com/999-hiawatha-seattle-wa/ymfxrvv/,82,71,90,68
449,Esperanza - Affordable Senior Housing,6940 37th Ave S,Seattle,WA,98118,Holly Park,https://www.apartments.com/esperanza-affordable-senior-housing-seattle-wa/08dk7y0/,88,65,82,71
450,Evolve Apartment Homes,954 E Union St,Seattle,WA,98122,Capitol Hill,https://www.apartments.com/evolve-apartment-homes-seattle-wa/wcvxefk/,100,90,80,68
451,Lake Court Apartments,2012 43rd Ave E,Seattle,WA,98112,Madison Park,https://www.apartments.com/lake-court-apartments-seattle-wa/b7kk5v8/,80,31,48,76
452,Terravita,1615 Belmont Ave,Seattle,WA,98122,Capitol Hill,https://www.apartments.com/terravita-seattle-wa/kbbv1cc/,99,95,74,64
453,Haller Post,1130 N 115th St,Seattle,WA,98133,Seattle,https://www.apartments.com/haller-post-seattle-wa/9nv2j95/,52,54,63,73
454,Capitol Hill Station,118 Broadway E,Seattle,WA,98102,Capitol Hill,https://www.apartments.com/capitol-hill-station-seattle-wa/4912xmk/,99,84,91,67
455,Huxley,4754 Fauntleroy Way SW,Seattle,WA,98116,Fairmount Park,https://www.apartments.com/huxley-seattle-wa/r7j56j0/,92,52,49,71
456,Lexington Apartments,1050 James St,Seattle,WA,98104,First Hill,https://www.apartments.com/lexington-apartments-seattle-wa/yh29gws/,97,100,94,65
457,Nors,5253 15th Ave NE,Seattle,WA,98105,University District,https://www.apartments.com/nors-seattle-wa/h5n2nm3/,96,78,98,70
458,AlderCrest Apartments,303 10th Ave,Seattle,WA,98122,Minor,https://www.apartments.com/aldercrest-apartments-seattle-wa/xwtehxn/,93,97,80,67
459,BEAM,1029 S Jackson St,Seattle,WA,98104,Chinatown,https://www.apartments.com/beam-seattle-wa/bwdhwwb/,98,96,81,63
460,The Orion,901 Taylor Ave N,Seattle,WA,98109,Lower Queen Anne,https://www.apartments.com/the-orion-seattle-wa/e9v827p/,92,79,87,69
461,Lake Union Tower,766 Garfield St,Seattle,WA,98109,Westlake,https://www.apartments.com/lake-union-tower-seattle-wa/tw3dsq8/,77,70,86,71
462,Twenty20 Mad,2020 E Madison St,Seattle,WA,98122,Seattle,https://www.apartments.com/twenty20-mad-seattle-wa/gdbm6yx/,92,67,96,69
463,Assembly118,4200 S Othello St,Seattle,WA,98118,Brighton,https://www.apartments.com/assembly118-seattle-wa/bxw49bc/,86,66,82,69
464,Capitol Court,514 E 19th Ave,Seattle,WA,98112,Seattle,https://www.apartments.com/capitol-court-seattle-wa/28q1v88/,94,64,92,74
465,Burke + Union Apartments,4516 Union Bay Pl NE,Seattle,WA,98105,University Village,https://www.apartments.com/burke-union-apartments-seattle-wa/7qm3kzz/,83,70,82,71
466,The Galleria,10500 Meridian Ave N,Seattle,WA,98133,North College Park,https://www.apartments.com/the-galleria-seattle-wa/qctzxyz/,73,73,74,68
467,Hill Crest Apartment Homes,7524 35th Ave SW,Seattle,WA,98126,Roxhill,https://www.apartments.com/hill-crest-apartment-homes-seattle-wa/dcw5r9j/,58,44,57,73
468,Puget Vista,411 W Republican St,Seattle,WA,98119,Lower Queen Anne,https://www.apartments.com/puget-vista-seattle-wa/gk6ms4z/,87,64,88,71
469,The Hayes on Stone Way,3627 Stone Way N,Seattle,WA,98103,Fremont,https://www.apartments.com/the-hayes-on-stone-way-seattle-wa/57zcdkm/,89,57,94,71
470,Emerald Arms,1741 Belmont Ave,Seattle,WA,98122,Capitol Hill,https://www.apartments.com/emerald-arms-seattle-wa/68rtvfv/,99,93,82,66
471,The Broadway Building,1620 Broadway,Seattle,WA,98122,Capitol Hill,https://www.apartments.com/the-broadway-building-seattle-wa/82qqjd2/,99,88,89,67
472,The Weatherford,1321 E John St,Seattle,WA,98102,Central Seattle,https://www.apartments.com/the-weatherford-seattle-wa/nberqfn/,98,74,88,70
473,STAZIONE25,2615-2715 25th Ave S,Seattle,WA,98144,North Beacon Hill,https://www.apartments.com/stazione25-seattle-wa/t6gpln8/,80,73,62,73
474,Wally Apartments,4111 Stone Way N,Seattle,WA,98103,Wallingford,https://www.apartments.com/wally-apartments-seattle-wa/fxd6f8t/,91,62,85,70
475,Cascade Court Apartments,7001 Rainier Ave S,Seattle,WA,98118,Brighton,https://www.apartments.com/cascade-court-apartments-seattle-wa/4625shj/,72,62,67,66
476,U20 Apartments,4536 20th Ave NE,Seattle,WA,98105,University District,https://www.apartments.com/u20-apartments-seattle-wa/dgw4wwk/,87,82,84,73
477,Riverview West Apartments,10300 Des Moines Memorial Dr,Seattle,WA,98168,Southern Heights-Boulevard Park,https://www.apartments.com/riverview-west-apartments-seattle-wa/wy3qtxh/,29,30,67,
478,Sentral First Hill,1001 Minor Ave,Seattle,WA,98104,First Hill,https://www.apartments.com/sentral-first-hill-seattle-wa/rwd8ec0/,98,99,93,65
479,Livingstone,9049 20th Ave SW,Seattle,WA,98106,West Seattle,https://www.apartments.com/livingstone-seattle-wa/bezdlq8/,89,58,70,67
480,The Q Apartments,1321 Queen Anne Ave N,Seattle,WA,98109,Lower Queen Anne,https://www.apartments.com/the-q-apartments-seattle-wa/r27w5z3/,92,61,51,70
481,Off Campus Residences,4730 20th Ave NE,Seattle,WA,98105,University District,https://www.apartments.com/off-campus-residences-seattle-wa/ch2fkgd/,86,81,83,74
